ListSchema={"schemaXmlList":["<Field ID=\"{fa564e0f-0c70-4ab9-b863-0177e6ddd247}\" Type=\"Text\" Name=\"Title\" DisplayName=\"Title\" Required=\"FALSE\" SourceID=\"http://schemas.microsoft.com/sharepoint/v3\" StaticName=\"Title\" FromBaseType=\"TRUE\" MaxLength=\"255\" />","<Field AppendOnly=\"FALSE\" ClientSideComponentId=\"00000000-0000-0000-0000-000000000000\" DisplayName=\"Question\" Format=\"Dropdown\" IsolateStyles=\"FALSE\" Name=\"mskk_question\" RichText=\"FALSE\" RichTextMode=\"Compatible\" Title=\"Question\" Type=\"Note\" ID=\"{71f34be9-d7ee-458a-995a-ff79dbe79941}\" StaticName=\"mskk_question\" />","<Field AppendOnly=\"FALSE\" ClientSideComponentId=\"00000000-0000-0000-0000-000000000000\" DisplayName=\"Answer\" Format=\"Dropdown\" IsolateStyles=\"FALSE\" Name=\"mskk_answer\" RichText=\"FALSE\" RichTextMode=\"Compatible\" Title=\"Answer\" Type=\"Note\" ID=\"{070968fe-d7a2-4d93-b9e8-8110697aef68}\" StaticName=\"mskk_answer\" />","<Field ClientSideComponentId=\"00000000-0000-0000-0000-000000000000\" CustomFormatter=\"{&quot;elmType&quot;:&quot;div&quot;,&quot;style&quot;:{&quot;flex-wrap&quot;:&quot;wrap&quot;,&quot;display&quot;:&quot;flex&quot;},&quot;children&quot;:[{&quot;elmType&quot;:&quot;div&quot;,&quot;style&quot;:{&quot;box-sizing&quot;:&quot;border-box&quot;,&quot;padding&quot;:&quot;4px 8px 5px 8px&quot;,&quot;overflow&quot;:&quot;hidden&quot;,&quot;text-overflow&quot;:&quot;ellipsis&quot;,&quot;display&quot;:&quot;flex&quot;,&quot;border-radius&quot;:&quot;16px&quot;,&quot;height&quot;:&quot;24px&quot;,&quot;align-items&quot;:&quot;center&quot;,&quot;white-space&quot;:&quot;nowrap&quot;,&quot;margin&quot;:&quot;4px 4px 4px 4px&quot;},&quot;attributes&quot;:{&quot;class&quot;:{&quot;operator&quot;:&quot;:&quot;,&quot;operands&quot;:[{&quot;operator&quot;:&quot;==&quot;,&quot;operands&quot;:[&quot;@currentField&quot;,&quot;HR&quot;]},&quot;sp-css-backgroundColor-BgCyan sp-css-borderColor-CyanFont sp-css-color-CyanFont&quot;,{&quot;operator&quot;:&quot;:&quot;,&quot;operands&quot;:[{&quot;operator&quot;:&quot;==&quot;,&quot;operands&quot;:[&quot;@currentField&quot;,&quot;Legal&quot;]},&quot;sp-css-backgroundColor-BgGold sp-css-borderColor-GoldFont sp-css-color-GoldFont&quot;,{&quot;operator&quot;:&quot;:&quot;,&quot;operands&quot;:[{&quot;operator&quot;:&quot;==&quot;,&quot;operands&quot;:[&quot;@currentField&quot;,&quot;IT&quot;]},&quot;sp-css-backgroundColor-BgMintGreen sp-css-borderColor-MintGreenFont sp-css-color-MintGreenFont&quot;,{&quot;operator&quot;:&quot;:&quot;,&quot;operands&quot;:[{&quot;operator&quot;:&quot;==&quot;,&quot;operands&quot;:[&quot;@currentField&quot;,&quot;&quot;]},&quot;&quot;,{&quot;operator&quot;:&quot;:&quot;,&quot;operands&quot;:[{&quot;operator&quot;:&quot;==&quot;,&quot;operands&quot;:[&quot;@currentField&quot;,&quot;Other&quot;]},&quot;sp-css-backgroundColor-BgLightGray sp-css-borderColor-LightGrayFont sp-css-color-LightGrayFont&quot;,&quot;sp-field-borderAllRegular sp-field-borderAllSolid sp-css-borderColor-neutralSecondary&quot;]}]}]}]}]}},&quot;children&quot;:[{&quot;elmType&quot;:&quot;span&quot;,&quot;style&quot;:{&quot;overflow&quot;:&quot;hidden&quot;,&quot;text-overflow&quot;:&quot;ellipsis&quot;,&quot;padding&quot;:&quot;0 3px&quot;},&quot;txtContent&quot;:&quot;@currentField&quot;,&quot;attributes&quot;:{&quot;class&quot;:{&quot;operator&quot;:&quot;:&quot;,&quot;operands&quot;:[{&quot;operator&quot;:&quot;==&quot;,&quot;operands&quot;:[&quot;@currentField&quot;,&quot;HR&quot;]},&quot;sp-css-color-CyanFont&quot;,{&quot;operator&quot;:&quot;:&quot;,&quot;operands&quot;:[{&quot;operator&quot;:&quot;==&quot;,&quot;operands&quot;:[&quot;@currentField&quot;,&quot;Legal&quot;]},&quot;sp-css-color-GoldFont&quot;,{&quot;operator&quot;:&quot;:&quot;,&quot;operands&quot;:[{&quot;operator&quot;:&quot;==&quot;,&quot;operands&quot;:[&quot;@currentField&quot;,&quot;IT&quot;]},&quot;sp-css-color-MintGreenFont&quot;,{&quot;operator&quot;:&quot;:&quot;,&quot;operands&quot;:[{&quot;operator&quot;:&quot;==&quot;,&quot;operands&quot;:[&quot;@currentField&quot;,&quot;&quot;]},&quot;&quot;,{&quot;operator&quot;:&quot;:&quot;,&quot;operands&quot;:[{&quot;operator&quot;:&quot;==&quot;,&quot;operands&quot;:[&quot;@currentField&quot;,&quot;Other&quot;]},&quot;sp-css-color-LightGrayFont&quot;,&quot;&quot;]}]}]}]}]}}}]}],&quot;templateId&quot;:&quot;BgColorChoicePill&quot;}\" DisplayName=\"Category\" FillInChoice=\"FALSE\" Format=\"Dropdown\" Name=\"mskk_category\" Required=\"TRUE\" Title=\"Category\" Type=\"Choice\" ID=\"{15732ce5-67a2-496a-bc17-4b1d9955b00f}\" StaticName=\"mskk_category\"><CHOICES><CHOICE>HR</CHOICE><CHOICE>Legal</CHOICE><CHOICE>IT</CHOICE><CHOICE>Other</CHOICE></CHOICES></Field>","<Field ID=\"{82642ec8-ef9b-478f-acf9-31f7d45fbc31}\" ReadOnly=\"TRUE\" Type=\"Computed\" Name=\"LinkTitle\" DisplayName=\"Title\" DisplayNameSrcField=\"Title\" ClassInfo=\"Menu\" AuthoringInfo=\"(Link to item with edit menu)\" ListItemMenuAllowed=\"Required\" LinkToItemAllowed=\"Prohibited\" SourceID=\"http://schemas.microsoft.com/sharepoint/v3\" StaticName=\"LinkTitle\" FromBaseType=\"TRUE\"><FieldRefs><FieldRef Name=\"Title\" /><FieldRef Name=\"LinkTitleNoMenu\" /><FieldRef Name=\"_EditMenuTableStart2\" /><FieldRef Name=\"_EditMenuTableEnd\" /></FieldRefs><DisplayPattern><FieldSwitch><Expr><GetVar Name=\"FreeForm\" /></Expr><Case Value=\"TRUE\"><Field Name=\"LinkTitleNoMenu\" /></Case><Default><HTML><![CDATA[<div class=\"ms-vb itx\" onmouseover=\"OnItem(this)\" CTXName=\"ctx]]></HTML><Field Name=\"_EditMenuTableStart2\" /><HTML><![CDATA[\">]]></HTML><Field Name=\"LinkTitleNoMenu\" /><HTML><![CDATA[</div>]]></HTML><HTML><![CDATA[<div class=\"s4-ctx\" onmouseover=\"OnChildItem(this.parentNode); return false;\">]]></HTML><HTML><![CDATA[<span>&nbsp;</span>]]></HTML><HTML><![CDATA[<a onfocus=\"OnChildItem(this.parentNode.parentNode); return false;\" onclick=\"PopMenuFromChevron(event); return false;\" href=\"javascript:;\" title=\"Open Menu\"></a>]]></HTML><HTML><![CDATA[<span>&nbsp;</span>]]></HTML><HTML><![CDATA[</div>]]></HTML></Default></FieldSwitch></DisplayPattern></Field>"]}
"Category","Question","Answer"
"HR","I'd like to learn about the childcare leave and family care leave programs.","Details about childcare leave and family care leave are described in the company work regulations and the guidelines issued by the HR Department. For specific procedures and required documents, please contact the HR Department."
"HR","How can I apply for an internal transfer?","To support employee career development, our company regularly runs an internal job posting program. Please check the company bulletin board or announcements from the HR Department for application periods and submission methods. Individual career consultations are also available through the HR Department."
"HR","I received a notice for a health check-up follow-up examination. What should I do?","If you receive a notice for a follow-up examination, please visit a medical institution promptly. Once you have the results, please report them to the HR Department. There may be a company subsidy program available for the costs, so please check with the HR Department."
"HR","Is there a consultation desk for employees?","Yes, to help employees work with peace of mind, we provide a harassment consultation desk and a mental health consultation desk. Both are handled by the HR Department, and your privacy will be strictly protected, so please feel at ease."
"HR","Is having a side job permitted?","Rules regarding side jobs are set out in the company work regulations. As a general rule, side jobs may not be undertaken without the company's approval. If you are considering a side job, please consult with the HR Department in advance and obtain the company's approval."
"Legal","How can I request a review of a contract?","If you need a contract reviewed, please request it from the Legal Department. Submit a request via the ""Contract Review Request Form"" on the company portal, and we will review the content and respond. If it is urgent, please contact the Legal Department directly."
"Legal","I'd like to sign a non-disclosure agreement (NDA) with a business partner.","If you need to conclude an NDA, please consult the Legal Department. A standard template is available, so please check the ""Contract Templates"" on the company portal or contact the Legal Department."
"Legal","I'd like to know the key points for handling personal information.","Personal information must be handled in compliance with the company privacy policy and applicable laws. For specific handling methods, or if you are unsure how to proceed, please contact the Legal Department."
"Legal","What should I do if I want to use a third party's copyrighted work for business?","If you want to use a third party's copyrighted work (images, text, music, etc.) for business, the rights must be verified. Always consult the Legal Department before use. Unauthorized use may constitute copyright infringement."
"Legal","I'm having trouble with a business partner. Who should I consult?","If you have trouble or a complaint with a business partner, please contact the Legal Department promptly. We will review the situation and advise on how to respond. If there is any written correspondence, please share those records as well."
"IT","My company PC is broken. What should I do?","First, please contact the Information Systems Department. We will assess the situation and arrange a repair or a replacement device. If your data has not been backed up, recovery may be difficult, so please cooperate with regular backups."
"IT","What are the SSID and password for the company Wi-Fi?","The company Wi-Fi SSID and password are listed in the **""IT Environment Setup Guide""** on the company portal site. For security reasons, we do not provide them verbally."
"IT","Can I use external storage media such as USB drives?","From an information security perspective, the use of USB drives and other external storage media not approved by the company is prohibited as a general rule. If you must use such media for business reasons, please apply to the Information Systems Department in advance and obtain approval."
"IT","Are there any precautions when using a company PC from home for telework?","When using a PC for telework, please follow the information security guidelines. In particular, always use a VPN connection when using public Wi-Fi, and do not leave your PC unattended."
"IT","I received a suspicious email. What should I do?","Please delete any suspicious email promptly without opening it. If you have accidentally opened it or clicked a link, please contact the Information Systems Department immediately."
"Other","I'd like to know about the company's welfare facilities and programs.","To support employees' health and work-life balance, our company offers a variety of welfare facilities and programs. For details, please check the **""Welfare Benefits Guide"" on the company intranet**. Benefits range widely and include sports club discounts and use of company resort facilities."
"Other","Does the company health insurance association offer any subsidies?","Yes, the health insurance association offers various subsidy programs, including partial subsidies for comprehensive medical check-ups (ningen dock) and influenza vaccinations. For details, please check the health insurance association website or contact the HR Department."
"Other","Is participation in company events mandatory?","Participation in company events is voluntary. These events are intended to deepen connections among employees and provide a refreshing break, so please feel free to join. Event announcements are made via the company bulletin board and email."
"Other","Please tell me about the hours and payment methods for the employee cafeteria.","The employee cafeteria is open from X:XX to X:XX. Payment can be made by charging your employee ID card or by cash. Menus and nutritional information are also posted inside the cafeteria."
"Other","I'd like to know about restaurants and food spots near the office.","There are many restaurants near the office that are convenient for lunch or after work. The **""Neighborhood Food Guide"" on the company portal site** is regularly updated with restaurants recommended by employees and coupon information, so please make use of it."
